,id,symbol,name,price,rank,total_volume,fully_diluted_valuation,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,all_time_high,ath_date,all_time_low,atl_date,last_updated
1283,rae-token,rae,Receive Access Ecosystem,1.34,1286,15437.82,8093422.0,1.38,1.22,0.118356,9.71613,700595.0,9.47668,6056935.77313416,6056935.77313416,34000000.0,14.04,2020-02-12T16:32:27.205Z,0.03821664,2020-10-31T04:54:32.322Z,2023-12-15T10:14:29.889Z
1284,safe-deal,sfd,SafeDeal,0.441053,1287,668.82,8070665.0,0.464859,0.422182,-0.004861740877587117,-1.09028,-84124.59187132027,-1.03296,18274215.7232071,18303835.6231122,,37.47,2021-05-20T21:21:29.724Z,0.206814,2023-09-04T17:30:59.383Z,2023-12-15T10:12:23.579Z
1285,exeedme,xed,Exeedme,0.089356,1288,86262.0,8933315.0,0.0894,0.084471,0.00306508,3.55205,256174.0,3.29111,90000000.0,100000000.0,100000000.0,1.99,2021-03-17T18:24:50.858Z,0.02875558,2023-10-12T18:21:52.790Z,2023-12-15T10:15:15.000Z
1286,bitcoin-2,btc2,Bitcoin 2,0.430685,1253,1370.65,8019721.0,0.518659,0.419133,-0.029119484484250113,-6.33302,-236756.153580348,-2.86752,17954380.095,17954380.095,21000000.0,36.05,2019-06-06T18:51:38.275Z,0.01109407,2023-05-21T17:20:30.520Z,2023-12-15T10:12:41.876Z
1287,blockv,vee,BLOCKv,0.00241608,1290,11919.36,8810590.0,0.0025076,0.00236486,3.108e-05,1.30308,102813.0,1.30565,3301394752.7698092,3646271241.0,,0.356889,2018-01-07T00:00:00.000Z,1.06e-05,2020-04-06T10:03:57.025Z,2023-12-15T10:14:56.818Z
1288,astroport,astroc,Astroport Classic,0.03642497,1268,510549.0,39835334.0,0.04990132,0.01009579,0.02559007,236.18178,5574587.0,234.61637,219546127.0,1100000000.0,1100000000.0,3.97,2022-04-06T22:44:37.481Z,0.00062237,2023-06-10T09:20:10.797Z,2023-12-15T10:13:09.708Z
1289,geodnet,geod,Geodnet,0.088872,1292,59952.0,88765989.0,0.093061,0.084484,0.00343946,4.02593,326462.0,4.2848,89216476.0,996710000.0,1000000000.0,0.101503,2023-12-10T23:30:29.385Z,0.03417228,2023-09-13T08:00:24.362Z,2023-12-15T10:15:12.092Z
1290,gulfcoin-2,gulf,GulfCoin,0.052699,1289,205407.0,525565663.0,0.060112,0.051025,-0.00399285387439935,-7.04308,-513648.0733351121,-6.0773,151042386.17,10000000000.0,10000000000.0,0.102131,2022-08-07T20:45:48.966Z,0.02246909,2022-06-19T13:27:52.524Z,2023-12-15T10:14:58.921Z
1291,catgirl,catgirl,Catgirl,2.21078e-10,1295,1285908.0,8173439.0,2.27318e-10,2.17159e-10,2.5e-12,1.14373,135372.0,1.73751,3.5672679218361412e+16,3.67840820070997e+16,1e+17,2.2635e-08,2021-11-01T20:05:01.678Z,1e-18,2021-10-14T08:37:38.658Z,2023-12-15T10:14:43.456Z
1292,reflexer-ungovernance-token,flx,Reflexer Ungovernance,8.86,1294,70125.0,8600017.0,9.4,8.81,-0.2941864377333854,-3.21383,-275555.84535548,-3.36599,894688.551692634,972622.296129312,972622.296129312,1839.79,2021-04-15T20:14:47.371Z,6.37,2023-11-09T09:46:44.807Z,2023-12-15T10:14:17.821Z
1293,klaycity-orb,orb,Orbcity,0.04155219,1291,2077818.0,41568240.0,0.04483356,0.04072731,-0.002511583576047603,-5.69988,-461588.1963407295,-5.53404,189550912.18,1000000000.0,,0.652722,2022-03-22T00:14:11.917Z,0.02396998,2022-11-25T15:30:29.661Z,2023-12-15T10:15:04.620Z
1294,xpense-2,xpe,Xpense,0.372144,1296,575163.0,7863508.0,0.470913,0.362615,-0.09876824830579573,-20.9738,-2062837.0681498675,-20.78144,21125619.0,21125619.0,200000000.0,0.875552,2023-11-23T08:53:57.394Z,0.02769772,2023-10-28T14:55:23.035Z,2023-12-15T10:14:57.664Z
1295,good-entry,good,Good Entry,0.04775068,1293,379069.0,17285960.0,0.050873,0.04622,-0.000368600554309276,-0.76601,-153049.41387148947,-1.91057,165646681.457333,364405405.240211,1000000000.0,0.050873,2023-12-14T17:34:57.439Z,0.02582838,2023-12-05T08:14:31.692Z,2023-12-15T10:15:12.532Z
1296,blackdragon-token,bdt,BlackDragon,4.64,1297,6496.87,9289989.0,4.82,4.58,-0.0467905040618648,-0.99729,111681.0,1.44613,1686636.2676119378,2000000.0,2000000.0,49.21,2021-04-14T22:02:33.055Z,0.8333,2020-12-21T18:16:51.179Z,2023-12-15T09:07:42.579Z
1297,valleydao,grow,ValleyDAO,1.22,1299,184522.0,36743123.0,1.41,1.22,0.00310297,0.25437,18045.28,0.23231,6367461.044787891,30050000.0,100000000.0,1.58,2023-12-10T20:11:01.684Z,0.152417,2023-11-22T00:45:48.828Z,2023-12-15T10:14:33.549Z
1298,adapad,adapad,ADAPad,0.02077982,1300,22079.0,7776453.0,0.02288444,0.02071534,-0.000199353875156377,-0.95025,-65238.92243822198,-0.83195,374639232.223748,374639232.223748,1000000000.0,1.28,2021-10-06T21:50:04.424Z,0.00428772,2023-09-12T10:11:28.778Z,2023-12-15T10:14:48.146Z
1299,diamond,dmd,Diamond,2.05,1302,4430.68,8961886.0,2.07,2.0,0.01396559,0.6872,7747.22,0.10002,3789482.73182014,4380000.0,,33.58,2018-01-03T00:00:00.000Z,0.055845,2014-08-29T00:00:00.000Z,2023-12-15T10:13:21.449Z
1300,aimedis-new,aimx,Aimedis (NEW),0.01963614,1301,486095.0,11546764.0,0.02072831,0.01809137,-3.9001486118042e-05,-0.19823,-13834.475860664621,-0.17819,394666666.6666667,588000000.0,600000000.0,0.02766477,2023-12-04T20:55:23.371Z,0.00380742,2023-09-15T13:16:19.086Z,2023-12-15T10:14:24.586Z
1301,grin,grin,Grin,0.050124,1308,1749802.0,,0.053084,0.04960865,-0.002409073264862984,-4.58579,-357676.30332267936,-4.41376,154562520.0,,,261.65,2019-01-16T22:23:54.949Z,0.02428964,2023-10-12T16:59:38.868Z,2023-12-15T10:14:52.146Z
1302,geojam,jam,Geojam,0.00179394,1303,863251.0,14419802.0,0.00196855,0.00167542,-0.000172248161207369,-8.76052,-694571.1834080182,-8.27171,4273222312.969483,8000000000.0,8000000000.0,0.04712463,2022-03-31T14:47:22.853Z,0.00034547,2023-10-21T14:05:42.785Z,2023-12-15T10:14:31.458Z
1303,betswap-gg,bsgg,Betswap.gg,0.00300985,1298,222953.0,30102479.0,0.00308548,0.00273434,0.000238,8.58643,640813.0,9.08981,2554811037.5146155,10000000000.0,10000000000.0,0.17511,2022-01-11T20:16:12.935Z,0.00080185,2023-07-03T05:39:42.605Z,2023-12-15T10:15:00.698Z
1304,kunci-coin,kunci,Kunci Coin,0.00617602,1305,49595.0,24944641.0,0.00653447,0.00605487,9.546e-05,1.56992,141040.0,1.86918,1232584318.9267,3999999998.28341,50000000000.0,0.932116,2022-03-04T12:23:24.764Z,0.00494952,2023-10-24T02:30:17.858Z,2023-12-15T10:15:02.933Z
1305,polkabridge,pbr,PolkaBridge,0.106629,1313,1847493.0,8004081.0,0.107666,0.075984,0.03020171,39.51672,2162501.0,39.15373,72183409.5675955,75174549.6259333,,3.95,2021-11-15T22:25:10.304Z,0.02009282,2021-01-23T05:04:22.180Z,2023-12-15T10:15:09.926Z
1306,lunr-token,lunr,Lunr,0.067579,1304,75981.0,16730434.0,0.070738,0.064539,0.00065279,0.97539,97559.0,1.28848,112901438.4044,246295518.43,250000000.0,13.96,2021-10-23T00:00:00.000Z,0.04132497,2023-09-27T02:54:39.456Z,2023-12-15T10:14:18.532Z
1307,electronicgulden,efl,Electronic Gulden,0.364352,1309,84.84,7653022.0,0.378735,0.36187,-0.010926670027123664,-2.91161,-227806.899645105,-2.89094,20997798.0,21000000.0,,1.86,2021-04-14T23:20:53.596Z,0.00045443,2020-08-05T11:54:50.502Z,2023-12-15T10:13:43.314Z
1308,steam-exchange,steamx,Steam Exchange,7.643e-05,1307,10155.46,7644898.0,7.935e-05,7.617e-05,-7.55616397337e-07,-0.97893,-86939.68611530308,-1.12444,100000000000.0,100000000000.0,,0.00050385,2021-10-24T17:24:49.492Z,8.63e-06,2021-09-26T03:07:20.613Z,2023-12-15T10:14:58.878Z
1309,paint-swap,brush,Paint Swap,0.02362207,1311,143004.0,8537679.0,0.02655687,0.023,-0.000544966668741841,-2.255,-61310.50664374046,-0.79569,323527914.122321,361350358.040702,450000000.0,0.249255,2022-01-16T14:08:46.860Z,0.0051472,2023-08-22T21:44:17.397Z,2023-12-15T10:15:14.147Z
1310,dappradar,radar,DappRadar,0.00742603,1310,492658.0,74491868.0,0.00779191,0.00743608,-0.000133988987115509,-1.77234,-223336.08944014832,-2.86387,1016899157.14542,10000000000.0,10000000000.0,0.057067,2021-12-23T02:19:01.272Z,0.00412077,2022-06-18T21:26:54.593Z,2023-12-15T10:15:01.257Z
1311,solcial,slcl,Solcial,0.0088225,1306,36267.0,8871213.0,0.01355665,0.00749488,0.00108308,13.99428,973494.0,14.77008,852700115.75341,1000000000.0,1000000000.0,1.57,2022-04-08T12:16:11.610Z,0.00039977,2023-07-29T01:11:41.079Z,2023-12-15T10:14:35.218Z
1312,meta-apes-peel,peel,Meta Apes PEEL,0.04279656,1318,154550.0,2993943.0,0.04386912,0.04128933,0.00057111,1.35253,87797.0,1.18156,175819739.265791,70014082.872596,1000000000.0,0.236463,2022-08-11T16:21:20.605Z,0.03216004,2023-12-04T22:56:15.082Z,2023-12-15T10:14:56.787Z
1313,stacktical,dsla,DSLA Protocol,0.0013455,1315,189216.0,7654218.0,0.00143346,0.00133226,-8.5374036140077e-05,-5.96655,-536240.0878479304,-6.69014,5566263561.663993,5696563023.0,5696563023.0,0.02429944,2021-04-04T19:57:39.303Z,3.86e-06,2019-12-31T20:29:27.895Z,2023-12-15T10:14:28.828Z
1314,bytecoin,bcn,Bytecoin,4.064e-05,1317,2886.31,7480752.0,4.449e-05,3.91e-05,-7.40357751579e-07,-1.78909,,,184020000000.0,184066828814.0,184470000000.0,0.145166,2018-05-08T11:41:12.866Z,6.32e-06,2015-01-15T00:00:00.000Z,2023-12-09T07:13:58.874Z
1315,octo-gaming,otk,Octokn,0.02069864,1320,279257.0,25013017.0,0.0208627,0.01877309,0.00067025,3.34649,294809.0,4.1042,358739665.18329996,1199955845.4,1200000000.0,0.03404668,2023-04-18T07:51:29.458Z,0.00066015,2023-10-22T17:39:38.147Z,2023-12-15T10:15:12.153Z
1316,affyn,fyn,Affyn,0.02125788,1319,300807.0,21267792.0,0.0219507,0.02122696,-0.000452063035337739,-2.08229,-218464.89713370427,-2.84066,351337053.0,1000000000.0,1000000000.0,1.84,2022-02-01T07:19:38.681Z,0.01046309,2023-11-23T20:01:06.726Z,2023-12-15T10:15:09.899Z
1317,psyoptions,psy,PsyFi,0.01893037,1316,211934.0,18865600.0,0.01899462,0.01809861,0.00066878,3.66224,247957.0,3.43575,395688839.814546,999999879.0,999999879.0,0.422114,2022-01-21T14:39:09.552Z,2.7121e-07,2022-01-19T08:51:53.434Z,2023-12-15T10:14:57.288Z
1318,cropbytes,cbx,CropBytes,0.0266816,1314,3210503.0,13018241.0,0.02905452,0.02449895,8.145e-05,0.3062,-131523.0572444955,-1.73385,286294139.77397,500000000.0,500000000.0,3.11,2021-11-05T12:33:17.248Z,0.01339845,2023-09-01T19:21:13.115Z,2023-12-15T10:15:13.139Z
1319,neutrino,xtn,Neutrino Index Token,0.089762,1321,27115.0,7392321.0,0.091832,0.0877,-0.001241146016686554,-1.36386,-173361.19876427017,-2.29051,82358159.034792,82358159.034792,,2.52,2021-03-17T18:34:56.998Z,0.02223694,2023-03-24T10:26:39.161Z,2023-12-15T10:13:27.238Z
1320,neon-exchange,nex,Nash,0.178375,1335,1408.1,8920101.0,0.178414,0.166764,0.00564387,3.26744,228132.0,3.18679,41405353.0,50000000.0,,3.31,2019-08-06T07:12:22.970Z,0.0,2021-08-09T06:34:21.401Z,2023-12-15T10:14:56.176Z
1321,sin-city,sin,Sinverse,0.01264265,1323,894836.0,12641412.0,0.0140506,0.01255264,-0.001288275335565123,-9.2476,-727026.0062786499,-8.9867,582450292.13,1000000000.0,1000000000.0,0.710213,2021-11-28T03:29:56.719Z,0.00218891,2023-09-14T13:31:50.005Z,2023-12-15T10:15:11.793Z
1322,spacechain-erc-20,spc,SpaceChain (ERC-20),0.01808969,1324,35989.0,10988854.0,0.01811548,0.01453336,0.00343496,23.43923,1387401.0,23.26876,406294238.5051539,607450830.413992,,0.128725,2021-02-18T02:14:20.325Z,0.00016444,2020-04-18T09:35:45.462Z,2023-12-15T10:14:31.161Z
1323,polydoge,polydoge,PolyDoge,8.598e-09,1322,295976.0,7356861.0,8.943e-09,8.322e-09,-1.7575964e-10,-2.00318,-185614.40875051823,-2.46431,853848329240710.0,855053367000906.2,1000000000000000.0,9.3272e-08,2021-11-10T03:43:36.399Z,1.794e-09,2021-05-09T21:42:35.994Z,2023-12-15T10:15:07.629Z
1324,foam-protocol,foam,FOAM,0.02066416,1325,12699.09,20660703.0,0.02193883,0.01886994,0.00178749,9.4693,632370.0,9.42468,355364947.565767,1000000000.0,1000000000.0,0.151804,2021-03-28T05:29:44.724Z,0.0011029,2023-11-10T17:55:24.070Z,2023-12-15T10:14:43.835Z
1325,dexpools,dxp,Dexpools,0.834812,1326,383.89,7305726.0,0.841427,0.805996,0.02548436,3.14883,329248.0,4.71939,8750000.0,8750000.0,100000000.0,7.84,2023-02-20T12:04:42.773Z,0.027547,2022-08-22T17:11:35.828Z,2023-12-15T10:14:46.702Z
1326,dream-machine-token,dmt,Dream Machine Token,12.09,1330,292523.0,12084394.0,13.44,11.93,-1.1998911739895437,-9.03034,-721494.3586909184,-9.03018,601462.950092221,1000000.0,1000000.0,60.44,2023-08-21T02:14:54.828Z,0.02494659,2023-05-24T05:06:31.801Z,2023-12-15T10:15:12.584Z
1327,oshi,oshi,OSHI,545.09,1329,364166.0,7267301.0,601.21,333.54,-56.12298918207591,-9.33497,-765987.2968414156,-9.53517,13337.0,13337.0,13337.0,1921.05,2023-07-29T20:38:47.867Z,164.64,2023-11-08T22:40:56.527Z,2023-12-15T10:15:07.035Z
1328,pink-bnb,pnb,Pink BNB,7.3958e-08,1328,150632.0,7266599.0,9.8155e-08,6.5528e-08,-4.932906238e-09,-6.2528,-480715.4244300574,-6.20493,98203874935261.0,98203874935261.0,100000000000000.0,9.168e-07,2023-05-23T11:28:55.762Z,2.414e-08,2023-03-18T10:02:47.768Z,2023-12-15T10:14:05.690Z
1329,saber,sbr,Saber,0.00606948,1327,1309584.0,7237631.0,0.00734018,0.00597058,-0.001270702532562558,-17.3116,-1501153.2941039298,-17.17673,1191173970.97118,1191063256.50896,10000000000.0,0.960362,2021-09-10T06:49:45.083Z,0.00052473,2023-06-15T16:16:22.061Z,2023-12-15T10:14:44.987Z
1330,mozaic,moz,Mozaic,0.103902,1331,249724.0,101728956.0,0.106389,0.097782,0.00610588,6.24345,123679.0,1.74523,69378485.5179816,978842649.835068,1000000000.0,0.122986,2023-12-04T04:46:40.502Z,0.00385085,2023-10-12T22:01:25.097Z,2023-12-15T10:15:12.825Z
1331,ambire-wallet,wallet,Ambire Wallet,0.01396969,1332,208689.0,7189810.0,0.01445356,0.013676,0.00019543,1.4188,108195.0,1.52805,514393393.575957,514468393.576187,1000000000.0,0.199652,2022-02-04T15:24:59.406Z,0.00329061,2023-09-06T10:56:19.599Z,2023-12-15T10:14:30.792Z
1332,hedpay,hdp.ф,HEdpAY,0.107942,1333,2976.05,107942479.0,,,,,,,66338588.3232,1000000000.0,,83.37,2019-06-08T11:20:08.953Z,0.00027774,2020-06-11T17:09:29.117Z,2023-05-18T14:30:18.244Z
1333,ice-token,ice,Popsicle Finance,1.013,1334,13688.95,24478028.0,1.079,0.851476,0.00521524,0.51747,-210060.5085229827,-2.8576,7047474.79689224,24157859.0,,66.04,2021-11-06T18:39:46.590Z,0.093364,2022-12-19T20:32:12.193Z,2023-12-15T10:15:09.890Z
1334,polker,pkr,Polker,0.01847595,1312,269619.0,18416788.0,0.01977232,0.01374188,0.0018299,10.993,718456.0,11.18811,387693142.0,1000000000.0,,0.561223,2021-11-11T13:57:30.614Z,0.00051973,2023-07-31T13:50:55.548Z,2023-12-15T10:14:55.047Z
1335,enosys,hln,Ēnosys,0.219486,1336,32995.0,32894717.0,0.225454,0.214781,0.00111049,0.50852,33176.0,0.46791,32482942.9134696,150000000.0,150000000.0,0.989701,2023-10-16T08:30:53.170Z,0.136165,2023-11-19T22:02:55.892Z,2023-12-15T10:12:38.079Z
1336,woof-token,woof,WOOF,0.00039472,1347,263615.0,7076474.0,0.00039527,0.00032225,2.768e-05,7.54227,501474.0,7.62697,17902999424.0,17902999424.0,17902999424.0,0.00545763,2021-11-07T13:25:22.971Z,1.01e-06,2021-10-15T03:25:46.730Z,2023-12-15T10:15:07.314Z
1337,el-hippo,hipp,El Hippo,9.553e-09,1338,739430.0,7425367.0,1.0282e-08,9.174e-09,-6.14205839e-10,-6.04128,-451148.8069092147,-6.01547,737581291822585.6,777000000000000.0,777000000000000.0,1.4426e-08,2023-11-28T13:41:03.655Z,2.131e-09,2023-09-04T17:45:28.943Z,2023-12-15T10:14:32.787Z
1338,cashaa,cas,Cashaa,0.00971336,1341,111699.0,9706620.0,0.01038256,0.00877216,2.414e-05,0.24911,16416.49,0.23354,725890858.2,1000000000.0,,0.228829,2021-02-22T08:41:59.071Z,0.00226856,2020-03-13T02:24:08.258Z,2023-12-15T10:13:09.893Z
1339,pika-protocol,pika,Pika Protocol,0.370268,1340,3462.27,37066844.0,0.378757,0.367754,-0.000859626294810456,-0.23163,-17846.4434357062,-0.25276,19000000.0,100000000.0,100000000.0,0.484897,2023-05-29T17:00:41.689Z,0.132222,2023-11-05T07:13:09.700Z,2023-12-15T10:14:42.130Z
1340,block-ape-scissors,arcas,Arcas,0.142637,1337,282282.0,14268069.0,0.154005,0.12506,0.0165975,13.16851,668403.0,10.48923,49345737.8841412,100000000.0,100000000.0,2.09,2021-11-25T16:09:01.636Z,8.075e-05,2023-10-26T10:09:33.479Z,2023-12-15T10:15:07.591Z
1341,law-blocks,lbt,Law Blocks,0.094022,1339,73906.0,93833932.0,0.094236,0.093612,0.00020871,0.22248,-15041.351386022754,-0.21327,75000000.0,1000000000.0,1000000000.0,0.291525,2022-07-09T00:05:15.285Z,0.01953918,2023-03-26T05:10:33.274Z,2023-12-15T10:15:06.360Z
1342,atpay,atpay,AtPay,0.233326,1345,59639.0,23444267.0,0.234602,0.216968,0.0149505,6.84624,551729.0,8.5123,30000000.0,100000000.0,300000000.0,4.23,2023-01-11T10:05:33.603Z,0.00461703,2023-02-22T09:40:05.165Z,2023-12-15T10:14:02.399Z
1343,sphere-finance,sphere,Sphere Finance,0.00091594,1343,13187.6,8213053.0,0.00101503,0.00090695,-7.3984105856375e-05,-7.47372,-616178.3574217912,-8.0596,7671877872.44792,8964103688.80964,,0.115363,2022-04-16T01:08:42.579Z,0.00077182,2023-10-19T12:20:24.107Z,2023-12-15T10:14:59.989Z
1344,gains,gains,Gains,0.138,1342,18151.23,13800856.0,0.140668,0.129649,0.00829633,6.39637,419349.0,6.35115,50881438.23914735,100000000.0,100000000.0,1.86,2021-04-11T12:47:10.214Z,0.054153,2023-10-26T15:50:19.559Z,2023-12-15T10:15:02.157Z
1345,hanu-yokia,hanu,Hanu Yokia,2.48042e-07,1344,1189.82,147199318.0,2.48781e-07,2.35275e-07,1.1084e-08,4.67782,320533.0,4.7876,28276012473228.0,593279012345679.0,1000000000000000.0,1.202e-05,2021-11-02T04:21:09.264Z,2.7692e-08,2022-12-22T16:21:35.310Z,2023-12-15T10:14:28.161Z
1346,heroeschained,hec,HeroesChained,0.140538,1350,289117.0,14046122.0,0.16962,0.126367,-0.02219371516199592,-13.63826,-1107038.0687277652,-13.6547,49838256.0496,100000000.0,100000000.0,3.3,2022-02-10T17:44:59.017Z,0.01994197,2023-01-01T08:01:35.786Z,2023-12-15T10:14:20.030Z
1347,suipad,suip,SuiPad,0.140682,1351,861281.0,14109256.0,0.150325,0.116561,0.01497473,11.91238,674886.0,10.68588,49546000.0,100000000.0,100000000.0,0.32387,2023-05-12T02:54:46.805Z,0.01497866,2023-10-21T02:34:28.396Z,2023-12-15T10:15:05.390Z
1348,cyberpunk-city,cyber,Cyberpunk City,0.217129,1348,23372.0,20450800.0,0.224518,0.210017,0.00418517,1.96538,128911.0,1.88495,32084307.0,94167675.0,100000000.0,0.285738,2023-04-27T04:53:05.870Z,0.056442,2023-08-26T07:14:59.872Z,2023-12-15T10:14:46.378Z
1349,dfyn-network,dfyn,Dfyn Network,0.03614663,1352,71424.0,7175899.0,0.03637602,0.03260881,0.00338919,10.34633,662021.0,10.50137,192488455.0,198284007.0,,8.38,2021-05-16T13:03:25.239Z,0.01068526,2023-10-20T05:40:28.980Z,2023-12-15T10:14:15.245Z
1350,minativerse,mntc,MINATIVERSE,1.11,1354,302302.0,12375124.0,1.18,1.05,-0.003487522865109005,-0.31219,-118374.925365543,-1.67129,6275000.0,11150000.0,11150000.0,2.3,2023-12-02T13:25:12.502Z,0.41039,2023-11-14T06:14:40.529Z,2023-12-15T10:14:25.621Z
1351,mysterium,myst,Mysterium,0.214604,1353,173077.0,6960040.0,0.225728,0.213876,-0.007411489769316687,-3.33827,-213531.04216092452,-2.97664,32433365.0,32433365.0,,3.86,2018-01-09T00:00:00.000Z,0.00394505,2020-02-05T15:39:49.835Z,2023-12-15T10:14:56.406Z
1352,land-of-conquest-slg,slg,SLG.GAMES,0.01689935,1356,98163.0,17051830.0,0.01720397,0.01637871,0.00012587,0.75043,195267.0,2.88796,405015884.145292,992753680.145292,1000000000.0,0.110869,2022-10-09T20:03:17.274Z,0.00777708,2023-03-12T22:36:48.906Z,2023-12-15T10:14:39.652Z
1353,rainbow-token-2,rbw,Rainbow Token,0.03949313,1355,2935649.0,39541904.0,0.04482759,0.03923828,-0.005287259624818269,-11.80709,-840320.8344284873,-10.81274,175288952.38680127,1000000000.0,1000000000.0,3.12,2022-04-02T12:43:17.241Z,0.0102991,2023-11-19T15:10:24.847Z,2023-12-15T10:15:07.155Z
1354,superwalk,grnd,SuperWalk,0.155842,1361,740986.0,155613482.0,0.158397,0.150664,0.00180961,1.17482,79336.0,1.16201,44317594.0,998502200.0,1000000000.0,0.384843,2023-02-26T09:11:43.100Z,0.03780593,2022-12-13T13:45:18.557Z,2023-12-15T10:15:15.304Z
1355,defactor,factr,Defactor,0.062066,1357,292133.0,18621062.0,0.067492,0.06207,-0.00245446692246603,-3.80416,-408957.16158501524,-5.59916,111083061.0,300000000.0,300000000.0,0.889581,2021-11-14T16:08:59.497Z,0.00022167,2022-11-01T00:35:45.570Z,2023-12-15T10:15:06.636Z
1356,trabzonspor-fan-token,tra,Trabzonspor Fan Token,0.925156,1359,164980.0,9252398.0,0.936361,0.922296,-0.004637674931078807,-0.49879,-31625.678365809843,-0.45678,7448931.0,10000000.0,,9.77,2022-04-01T03:50:50.524Z,0.728072,2023-06-12T22:14:16.389Z,2023-12-15T10:13:46.105Z
1357,aston-villa-fan-token,avl,Aston Villa Fan Token,1.26,1358,161428.0,12595915.0,1.32,1.25,0.00174804,0.13876,-10220.481861759908,-0.1481,5470850.0,10000000.0,10000000.0,4.03,2021-11-29T15:07:38.058Z,0.478033,2023-03-09T22:12:39.250Z,2023-12-15T10:12:40.635Z
1358,gamercoin,ghx,GamerCoin,0.0110447,1360,1211685.0,8923288.0,0.01139844,0.01083896,5.767e-05,0.52492,30872.0,0.45083,622866240.01,808000000.0,880000000.0,0.916669,2021-04-14T13:49:51.215Z,0.004616,2023-07-15T00:55:42.910Z,2023-12-15T10:15:15.271Z
1359,decentralized-advertising,dad,DAD,0.01064813,1346,366858.0,10672674.0,0.01088741,0.00973762,0.00046229,4.53856,300978.0,4.57831,644166576.0,1000000000.0,,0.65039,2020-02-12T00:12:35.676Z,0.00874529,2023-10-19T02:31:32.802Z,2023-12-15T10:14:45.700Z
1360,deepbrain-chain,dbc,DeepBrain Chain,0.00213473,1365,298512.0,21459886.0,0.00233241,0.00213891,-6.5887143756786e-05,-2.99403,-174314.90656952,-2.47554,3200000000.0,10000000000.0,,0.66203,2018-01-09T00:00:00.000Z,0.0003596,2020-03-13T02:24:31.811Z,2023-12-15T10:14:50.238Z
1361,goons-of-balatroon,gob,Goons of Balatroon,0.01241516,1364,31609.0,7266123.0,0.01364275,0.01250075,-0.001009445769287611,-7.51937,-497858.8134587081,-6.76692,546144779.0,578529069.0,750000000.0,0.053852,2022-09-01T12:50:56.119Z,0.00040133,2023-07-06T06:49:12.920Z,2023-12-15T10:14:55.426Z
1362,anchor-protocol,anc,Anchor Protocol,0.01953946,1366,210373.0,19563425.0,0.02058201,0.01918266,-0.000225195290230358,-1.13938,-62369.083639594726,-0.90165,350389360.084083,1000000000.0,1000000000.0,8.23,2021-03-19T08:34:07.726Z,0.00480209,2023-06-20T20:05:18.432Z,2023-12-15T10:14:52.646Z
1363,minted,mtd,Minted,0.03664193,1363,25626.0,33913832.0,0.03909589,0.03614544,8.843e-05,0.24192,22662.0,0.33178,186486467.850063,922888159.330063,1000000000.0,0.534614,2022-11-06T13:23:52.441Z,0.02253041,2023-10-20T06:00:34.264Z,2023-12-15T10:14:45.191Z
1364,qmall,qmall,Qmall,0.101874,1368,402057.0,10189974.0,0.104931,0.100062,-0.002098398189491563,-2.01823,-131168.46528617293,-1.87943,67203124.0,100000000.0,100000000.0,1.36,2022-05-05T10:18:53.740Z,0.067878,2022-02-15T18:09:02.394Z,2023-12-15T10:14:51.355Z
1365,ipor,ipor,IPOR,0.680834,1367,13414.82,68070781.0,0.711106,0.675743,-0.020587549746148737,-2.93512,-206723.40848263167,-2.93451,10045178.9283007,100000000.0,100000000.0,8.09,2023-02-04T17:24:36.265Z,0.500451,2023-10-11T18:35:41.571Z,2023-12-15T10:14:31.417Z
1366,origin-dollar-governance,ogv,Origin DeFi Governance,0.01015204,1369,732510.0,44945401.0,0.01089565,0.01004619,-0.000597745091570569,-5.56053,-423149.2724618865,-5.84651,670600422.0,4422986050.0,,0.03347699,2022-07-12T09:36:38.782Z,0.00340534,2022-12-31T14:41:31.777Z,2023-12-15T10:15:06.037Z
1367,augur,rep,Augur,0.845221,1362,885905.0,6813700.0,0.897794,0.837558,-0.0462242826128797,-5.18532,-304462.3609606512,-4.27726,8001920.97162671,8001920.97162671,8001920.97162671,341.85,2016-02-10T00:00:00.000Z,0.0,2016-01-22T00:00:00.000Z,2023-12-15T10:15:05.537Z
1368,libra-incentix,lixx,Libra Incentix,0.00101577,1370,385754.0,15235492.0,0.00121036,0.00101325,-0.000179408837593824,-15.01099,-1237954.1477495506,-15.39143,6699999799.999998,15000000000.0,15000000000.0,0.00217012,2023-10-05T15:35:15.920Z,0.00101325,2023-12-15T10:05:25.955Z,2023-12-15T10:14:05.889Z
1369,kitty-inu,kitty,Kitty Inu,9.28e-06,1371,6330.69,6785770.0,9.55e-06,9.22e-06,4.5333e-08,0.49115,33115.0,0.4904,731738978480.0,731738978480.0,731738978480.0,0.00020605,2021-11-08T18:07:19.000Z,8.7822e-08,2023-05-21T06:19:30.577Z,2023-12-15T10:14:40.239Z
1370,0chain,zcn,Zus,0.138436,1372,10055.44,55600349.0,0.147546,0.135301,-0.001255064341108503,-0.89846,-42494.35602996778,-0.62766,48400982.0,400000000.0,,5.16,2021-11-10T12:21:06.184Z,2.65e-09,2021-12-14T21:31:35.868Z,2023-12-15T10:15:10.548Z
