,id,symbol,name,price,rank,total_volume,fully_diluted_valuation,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,all_time_high,ath_date,all_time_low,atl_date,last_updated
0,bitcoin,btc,Bitcoin,42853.0,1,22492622071.0,900450382145.0,43329.0,42068.0,23.26,0.0543,298434027.0,0.03558,19570512.0,21000000.0,21000000.0,69045.0,2021-11-10T14:24:11.849Z,67.81,2013-07-06T00:00:00.000Z,2023-12-15T10:15:00.488Z
1,ethereum,eth,Ethereum,2277.04,2,19173659767.0,273978430261.0,2331.32,2254.24,-1.1608548762078499,-0.05095,-274851627.5466614,-0.10022,120206615.736449,120206615.736449,,4878.26,2021-11-10T14:24:19.604Z,0.432979,2015-10-20T00:00:00.000Z,2023-12-15T10:15:01.746Z
2,tether,usdt,Tether,1.0,3,44806514395.0,90875581565.0,1.002,0.997101,8.441e-05,0.00844,252561098.0,0.27869,90817944690.4474,90817944690.4474,,1.32,2018-07-24T00:00:00.000Z,0.572521,2015-03-02T00:00:00.000Z,2023-12-15T10:15:03.534Z
3,binancecoin,bnb,BNB,249.37,4,690286078.0,38413926481.0,254.04,248.44,-3.148931334654293,-1.24699,-476112128.20996857,-1.22425,153856150.0,153856150.0,200000000.0,686.31,2021-05-10T07:24:17.097Z,0.0398177,2017-10-19T00:00:00.000Z,2023-12-15T10:15:00.048Z
4,ripple,xrp,XRP,0.631807,5,1416443264.0,63202560877.0,0.640712,0.616424,0.00224651,0.35684,156471209.0,0.46047,54005597115.0,99988151135.0,100000000000.0,3.4,2018-01-07T00:00:00.000Z,0.00268621,2014-05-22T00:00:00.000Z,2023-12-15T10:15:04.476Z
5,solana,sol,Solana,78.32,6,2946773091.0,44290926706.0,78.99,70.18,5.95,8.22585,2543742461.0,8.20919,427635731.862834,564874154.684566,,259.96,2021-11-06T21:54:35.825Z,0.500801,2020-05-11T19:35:23.449Z,2023-12-15T10:15:06.903Z
6,usd-coin,usdc,USDC,0.999692,7,12397334655.0,24475564472.0,1.003,0.996462,-0.000291616600496147,-0.02916,76446695.0,0.31333,24485782763.8314,24486500126.2344,,1.17,2019-05-08T00:40:28.300Z,0.877647,2023-03-11T08:02:13.981Z,2023-12-15T10:15:06.906Z
7,cardano,ada,Cardano,0.637041,8,996425747.0,28753282001.0,0.65805,0.62172,-0.008090323965402326,-1.25406,-216941770.0738449,-0.96036,35013974387.9469,45000000000.0,45000000000.0,3.09,2021-09-02T06:00:10.474Z,0.01925275,2020-03-13T02:22:55.044Z,2023-12-15T10:15:04.018Z
8,staked-ether,steth,Lido Staked Ether,2275.57,9,7189841.0,20991387920.0,2323.29,2240.51,-6.765059175232182,-0.29641,-109125126.24827576,-0.51717,9223434.20200986,9223434.20200986,9221668.47790346,4829.57,2021-11-10T14:40:47.256Z,482.9,2020-12-22T04:08:21.854Z,2023-12-15T10:15:07.222Z
9,avalanche-2,avax,Avalanche,41.05,10,1618370724.0,17752571355.0,40.88,37.65,2.69,7.00104,904376521.0,6.4295,366153827.411411,434185979.273719,720000000.0,144.96,2021-11-21T14:18:56.538Z,2.8,2020-12-31T13:15:21.540Z,2023-12-15T10:15:00.962Z
10,dogecoin,doge,Dogecoin,0.09655,11,949452301.0,13736319064.0,0.098727,0.094701,-0.000221723513968264,-0.22912,-38799565.66063118,-0.28166,142242086383.705,142242106383.705,,0.731578,2021-05-08T05:08:23.458Z,8.69e-05,2015-05-06T00:00:00.000Z,2023-12-15T10:15:05.828Z
11,polkadot,dot,Polkadot,7.28,12,473042600.0,10121205096.0,7.7,7.15,-0.020036919327489855,-0.27436,-27930456.05447769,-0.29218,1307878975.01257,1388828107.91257,,54.98,2021-11-04T14:10:09.301Z,2.7,2020-08-20T05:48:11.359Z,2023-12-15T10:15:05.959Z
12,tron,trx,TRON,0.104728,13,407570103.0,9265030976.0,0.106363,0.104155,-0.000252865350408207,-0.24087,-12915781.864744186,-0.13921,88424946703.5102,88424926259.1999,,0.231673,2018-01-05T00:00:00.000Z,0.00180434,2017-11-12T00:00:00.000Z,2023-12-15T10:14:59.026Z
13,chainlink,link,Chainlink,15.06,14,785483407.0,15057771792.0,15.53,14.66,0.129996,0.87098,62173406.0,0.74703,556849971.2305644,1000000000.0,1000000000.0,52.7,2021-05-10T00:13:57.214Z,0.148183,2017-11-29T00:00:00.000Z,2023-12-15T10:14:59.915Z
14,matic-network,matic,Polygon,0.866181,15,492799157.0,8666263210.0,0.900897,0.859637,-0.019522521518471225,-2.20418,-173257793.50478935,-2.10825,9282943566.203985,10000000000.0,10000000000.0,2.92,2021-12-27T02:08:34.307Z,0.00314376,2019-05-10T00:00:00.000Z,2023-12-15T10:15:07.622Z
15,the-open-network,ton,Toncoin,2.14,16,33426481.0,10923976102.0,2.21,2.13,0.00434243,0.20315,14353920.0,0.19432,3455019076.29023,5099601867.42369,,5.29,2021-11-12T06:50:02.476Z,0.519364,2021-09-21T00:33:11.092Z,2023-12-15T10:15:03.085Z
16,wrapped-bitcoin,wbtc,Wrapped Bitcoin,42817.0,17,171604361.0,6626494604.0,43347.0,42060.0,56.37,0.13182,239699.0,0.00362,154744.26789025,154744.26789025,154744.26789025,70643.0,2021-11-10T14:40:19.650Z,3139.17,2019-04-02T00:00:00.000Z,2023-12-15T10:14:59.458Z
17,shiba-inu,shib,Shiba Inu,9.89e-06,18,227088063.0,9896237424.0,1.013e-05,9.77e-06,-2.0211941372e-07,-2.00241,-124363335.59440708,-2.08786,589317524802492.2,999982392565752.0,,8.616e-05,2021-10-28T03:54:55.568Z,5.6366e-11,2020-11-28T11:26:25.838Z,2023-12-15T10:15:01.429Z
18,litecoin,ltc,Litecoin,72.12,19,562533751.0,6059116033.0,73.99,71.75,-1.2878318526402808,-1.75424,-95595945.777709,-1.75979,73983808.2334713,84000000.0,84000000.0,410.26,2021-05-10T03:13:07.904Z,1.15,2015-01-14T00:00:00.000Z,2023-12-15T10:15:07.615Z
19,dai,dai,Dai,0.998348,20,331006400.0,5260947511.0,1.004,0.991721,0.00044857,0.04495,-4253095.7716856,-0.08076,5268413151.09627,5267321447.52796,,1.22,2020-03-13T03:02:50.373Z,0.88196,2023-03-11T07:50:50.514Z,2023-12-15T10:15:04.912Z
20,uniswap,uni,Uniswap,6.23,21,219670694.0,6233911676.0,6.45,6.14,-0.10991034097711871,-1.73289,-81806776.1125412,-1.71118,753766667.0,1000000000.0,1000000000.0,44.92,2021-05-03T05:25:04.822Z,1.03,2020-09-17T01:20:38.214Z,2023-12-15T10:15:00.904Z
21,bitcoin-cash,bch,Bitcoin Cash,232.0,22,185364735.0,4874712081.0,237.69,230.25,-3.154959972971028,-1.34163,-61480413.15899563,-1.33425,19585618.6466508,21000000.0,21000000.0,3785.82,2017-12-20T00:00:00.000Z,76.93,2018-12-16T00:00:00.000Z,2023-12-15T10:15:08.710Z
22,stellar,xlm,Stellar,0.126374,23,63965534.0,6311839548.0,0.128086,0.123101,0.00020942,0.16599,8650099.0,0.24395,28158963075.2459,50001787069.7626,50001787069.7626,0.875563,2018-01-03T00:00:00.000Z,0.00047612,2015-03-05T00:00:00.000Z,2023-12-15T10:15:03.489Z
23,okb,okb,OKB,58.72,24,13494547.0,13870551440.0,60.05,58.56,-0.9593022060520155,-1.60741,-51572618.03763056,-1.44113,60000000.0,235957685.3,300000000.0,64.92,2023-11-14T16:15:10.918Z,0.580608,2019-01-14T00:00:00.000Z,2023-12-15T10:15:04.352Z
24,leo-token,leo,LEO Token,3.67,25,1834802.0,3619541443.0,3.69,3.61,0.00363634,0.09914,4423165.0,0.12988,928207871.9,985239504.0,,8.14,2022-02-08T17:40:10.285Z,0.799859,2019-12-24T15:14:35.376Z,2023-12-15T10:14:52.553Z
25,cosmos,atom,Cosmos Hub,11.18,26,325763930.0,,11.88,11.11,-0.34773973804194114,-3.01529,-104307383.22279882,-3.08797,292586163.827428,,,44.45,2022-01-17T00:34:41.497Z,1.16,2020-03-13T02:27:44.591Z,2023-12-15T10:14:59.893Z
26,monero,xmr,Monero,170.18,27,87029678.0,,170.2,165.89,1.6,0.94867,26187034.0,0.85606,18147820.3764146,,,542.33,2018-01-09T00:00:00.000Z,0.216177,2015-01-14T00:00:00.000Z,2023-12-15T10:14:57.671Z
27,ethereum-classic,etc,Ethereum Classic,20.52,28,130414265.0,4328369214.0,20.95,20.2,-0.1060251259746714,-0.51403,-13765503.543161392,-0.46575,143202119.751449,210700000.0,210700000.0,167.09,2021-05-06T18:34:22.133Z,0.615038,2016-07-25T00:00:00.000Z,2023-12-15T10:15:01.397Z
28,internet-computer,icp,Internet Computer,6.52,29,113830946.0,3321846841.0,6.61,6.22,0.170573,2.6849,64848991.0,2.26199,451163086.818009,511195159.235085,,700.65,2021-05-10T16:05:53.653Z,2.87,2023-09-22T00:29:57.369Z,2023-12-15T10:15:05.448Z
29,hedera-hashgraph,hbar,Hedera,0.08512,30,125679474.0,4257221619.0,0.088039,0.07862,0.00443096,5.49142,150793215.0,5.56825,33576848013.4252,50000000000.0,50000000000.0,0.569229,2021-09-15T10:40:28.318Z,0.00986111,2020-01-02T17:30:24.852Z,2023-12-15T10:15:04.588Z
30,immutable-x,imx,Immutable,2.12,31,269777605.0,4226211286.0,2.28,2.07,0.00147789,0.06986,5879807.0,0.21647,1288194242.490024,2000000000.0,2000000000.0,9.52,2021-11-26T01:03:01.536Z,0.378055,2022-12-31T07:36:37.649Z,2023-12-15T10:14:58.760Z
31,kaspa,kas,Kaspa,0.123061,32,38841273.0,2700842390.0,0.129548,0.121606,-0.006098531238572417,-4.7217,-132244348.3424182,-4.66786,21929338090.2052,21929349396.2988,28704026601.0,0.152699,2023-11-19T21:34:58.238Z,0.00017105,2022-05-26T14:42:59.316Z,2023-12-15T10:15:04.852Z
32,crypto-com-chain,cro,Cronos,0.100386,33,17682239.0,3016259321.0,0.103911,0.098692,-0.002352427016045975,-2.28973,-44486044.79398441,-1.64684,26424894903.6125,30000000000.0,,0.965407,2021-11-24T15:53:54.855Z,0.0121196,2019-02-08T00:00:00.000Z,2023-12-15T10:14:58.791Z
33,injective-protocol,inj,Injective,30.28,34,350629911.0,3025341735.0,32.77,30.02,-0.48217667623391236,-1.56724,-45172524.04407406,-1.7413,84255555.66,100000000.0,100000000.0,32.77,2023-12-14T17:35:02.387Z,0.657401,2020-11-03T16:19:30.576Z,2023-12-15T10:15:03.713Z
34,aptos,apt,Aptos,8.17,35,181159057.0,8749173752.0,8.56,8.14,-0.30731202989474227,-3.62596,-91714680.66934633,-3.55199,304704977.484024,1070498448.51051,,19.92,2023-01-26T14:25:17.390Z,3.08,2022-12-29T21:35:14.796Z,2023-12-15T10:14:57.338Z
35,true-usd,tusd,TrueUSD,0.998044,36,165046483.0,2458504410.0,1.01,0.989523,-4.8233778115137e-05,-0.00483,-144785022.4202733,-5.56162,2462896872.14,2462896872.14,,1.62,2018-08-26T20:41:09.375Z,0.88355,2020-03-12T10:47:51.380Z,2023-12-15T10:15:00.634Z
36,filecoin,fil,Filecoin,4.75,37,201691292.0,9327086477.0,4.88,4.68,-0.029239196956592828,-0.61188,-9359526.108737469,-0.40786,480514919.0,1961021114.0,1961021605.0,236.84,2021-04-01T13:29:41.564Z,2.64,2022-12-16T22:45:28.552Z,2023-12-15T10:15:04.131Z
37,near,near,NEAR Protocol,2.23,38,175642567.0,2234271977.0,2.35,2.21,-0.04325380730724281,-1.90153,-45931242.46467924,-2.00518,1004666471.68283,1000000000.0,,20.44,2022-01-16T22:09:45.873Z,0.526762,2020-11-04T16:09:15.137Z,2023-12-15T10:15:06.575Z
38,bittensor,tao,Bittensor,375.82,39,12849686.0,2197107023.0,394.0,334.09,33.04,9.63854,202938566.0,10.1766,5844841.0,5845804.0,21000000.0,394.0,2023-12-14T20:03:59.063Z,30.83,2023-05-14T08:57:53.732Z,2023-12-15T10:15:05.341Z
39,vechain,vet,VeChain,0.02988804,40,66739066.0,2569863483.0,0.03091293,0.02960589,-0.000388949227446627,-1.28464,-31039160.74435568,-1.40813,72714516834.0,85985041177.0,86712634466.0,0.280991,2021-04-19T01:08:21.675Z,0.00191713,2020-03-13T02:29:59.652Z,2023-12-15T10:15:00.505Z
40,lido-dao,ldo,Lido DAO,2.26,42,67141299.0,2263529492.0,2.38,2.25,-0.07393559135269978,-3.16928,-60020880.62044048,-2.89455,889565649.854262,1000000000.0,1000000000.0,7.3,2021-08-20T08:35:20.158Z,0.40615,2022-06-18T20:55:12.035Z,2023-12-15T10:15:06.751Z
41,celestia,tia,Celestia,13.76,41,352367074.0,13835940161.0,14.65,13.15,0.499801,3.77,67110061.0,3.4568,145865445.558202,1004821917.8082,,14.65,2023-12-14T17:49:56.538Z,2.08,2023-10-31T15:14:31.951Z,2023-12-15T10:14:59.108Z
42,optimism,op,Optimism,2.15,43,249347428.0,9244242416.0,2.31,2.15,-0.12579168032382926,-5.52552,-112787398.3190484,-5.43762,911294948.0,4294967296.0,4294967296.0,3.22,2023-02-24T20:20:00.509Z,0.402159,2022-06-18T20:54:52.178Z,2023-12-15T10:14:57.879Z
43,mantle,mnt,Mantle,0.595477,44,17511322.0,3705802503.0,0.603384,0.587167,0.00354304,0.59855,10607687.0,0.57153,3132673946.01314,6219316794.99,6219316794.99,0.655497,2023-12-08T03:49:59.990Z,0.307978,2023-10-18T02:50:46.942Z,2023-12-15T10:15:05.777Z
44,thorchain,rune,THORChain,5.86,45,442700857.0,2930032368.0,6.15,5.82,-0.11401491139000708,-1.90917,-34466073.342158794,-1.91842,300700561.0,500000000.0,500000000.0,20.87,2021-05-19T00:30:09.436Z,0.00851264,2019-09-28T00:00:00.000Z,2023-12-15T10:14:58.932Z
45,render-token,rndr,Render,4.55,46,225836207.0,2415530348.0,4.87,4.5,-0.20762822624204258,-4.36316,-83128383.36846852,-4.65446,374355803.823796,531027178.103796,531027178.103796,8.78,2021-11-21T10:03:19.097Z,0.03665669,2020-06-16T13:22:25.900Z,2023-12-15T10:14:57.858Z
46,algorand,algo,Algorand,0.204955,48,117948818.0,1643997592.0,0.21752,0.20301,-0.003916203699960736,-1.87494,-30493846.702141047,-1.82108,8006614827.87982,8006614827.87982,10000000000.0,3.56,2019-06-20T14:51:19.480Z,0.087513,2023-09-11T19:42:08.247Z,2023-12-15T10:14:59.579Z
47,quant-network,qnt,Quant,112.66,49,24393666.0,1646530390.0,116.51,112.49,-3.1828077448880947,-2.74761,-45202988.769924164,-2.68421,14544176.164091088,14612493.0,14612493.0,427.42,2021-09-11T09:15:00.668Z,0.215773,2018-08-23T00:00:00.000Z,2023-12-15T10:15:02.882Z
48,aave,aave,Aave,111.92,50,328925120.0,1786598968.0,112.36,94.02,15.49,16.06193,223791860.0,15.82645,14667679.04418423,16000000.0,16000000.0,661.69,2021-05-18T21:19:59.514Z,26.02,2020-11-05T09:20:11.928Z,2023-12-15T10:15:00.065Z
49,bonk,bonk,Bonk,2.616e-05,47,1224909911.0,2470515346.0,3.416e-05,1.442e-05,1.081e-05,70.44021,669011203.0,71.53428,60837624528359.55,93689234980611.55,100000000000000.0,3.416e-05,2023-12-15T07:35:13.369Z,8.6142e-08,2022-12-29T22:48:46.755Z,2023-12-15T10:15:06.799Z
50,the-graph,grt,The Graph,0.170124,51,92864770.0,1835712651.0,0.17606,0.169542,2.74e-06,0.00161,1374871.0,0.08674,9323045276.718,10788004319.0,10788004319.0,2.84,2021-02-12T07:28:45.775Z,0.052051,2022-11-22T10:05:03.503Z,2023-12-15T10:15:02.766Z
51,elrond-erd-2,egld,MultiversX,59.76,52,41589479.0,1574259302.0,61.83,59.19,-0.29101196720236544,-0.48458,-8297517.266205072,-0.52441,26327054.0,26332206.0,31415926.0,545.64,2021-11-23T10:33:26.737Z,6.51,2020-10-07T01:44:53.554Z,2023-12-15T10:15:01.116Z
52,first-digital-usd,fdusd,First Digital USD,0.999313,53,3307710668.0,1495316352.0,1.009,0.986788,-0.001260984806641608,-0.12603,107475598.0,7.74409,1496017781.71,1496017781.71,,1.041,2023-10-23T22:55:15.103Z,0.942129,2023-08-17T21:55:41.478Z,2023-12-15T10:15:06.023Z
53,blockstack,stx,Stacks,1.038,54,89552335.0,1886657039.0,1.13,1.022,-0.0783215440763605,-7.01377,-112621190.02238464,-7.06354,1427857129.27805,1818000000.0,1818000000.0,3.39,2021-12-01T01:32:34.725Z,0.04559639,2020-03-13T02:29:26.415Z,2023-12-15T10:15:00.222Z
54,arbitrum,arb,Arbitrum,1.15,55,344877552.0,11457740581.0,1.2,1.14,-0.03299810669576231,-2.80084,-43630101.00803304,-2.89999,1275000000.0,10000000000.0,10000000000.0,8.67,2023-03-23T13:10:03.106Z,0.744925,2023-09-11T19:40:49.196Z,2023-12-15T10:15:02.292Z
55,havven,snx,Synthetix Network,4.23,56,84627967.0,1389873803.0,4.38,4.16,-0.05487654805679654,-1.28178,-14326871.840164661,-1.02159,327769196.13952357,328193104.088774,328193104.088774,28.53,2021-02-14T01:12:38.505Z,0.0347864,2019-01-06T00:00:00.000Z,2023-12-15T10:14:58.701Z
56,rocket-pool-eth,reth,Rocket Pool ETH,2492.06,57,989593.0,1353957672.0,2543.58,2460.2,0.359259,0.01442,2302845.0,0.17037,543259.050572337,543259.050572337,,4814.31,2021-12-01T08:03:50.749Z,887.26,2022-06-18T20:55:45.957Z,2023-12-15T10:15:03.237Z
57,ordinals,ordi,ORDI,61.55,58,1241095523.0,1285611196.0,67.06,55.28,6.22,11.24965,123263884.0,10.60474,21000000.0,21000000.0,,68.37,2023-12-06T17:55:18.420Z,2.86,2023-09-11T15:22:32.140Z,2023-12-15T10:15:04.637Z
58,binance-usd,busd,BUSD,1.002,59,1239467636.0,1258709779.0,1.011,0.993601,0.00173551,0.17348,-3677094.795650482,-0.29128,1255631359.9,1255631359.9,,1.15,2020-03-13T02:35:42.953Z,0.901127,2021-05-19T13:04:37.445Z,2023-12-15T10:15:02.880Z
59,wemix-token,wemix,WEMIX,3.59,60,8640077.0,3406474623.0,3.81,3.53,-0.0728009288012359,-1.98723,-22890247.609652042,-1.80239,347118003.19172,948158014.692438,,24.71,2021-11-21T17:33:44.178Z,0.128398,2021-06-22T12:52:49.089Z,2023-12-15T10:15:06.837Z
60,maker,mkr,Maker,1331.96,61,67944753.0,1303374785.0,1381.48,1332.57,-35.335110781847106,-2.5843,-30917875.932798862,-2.46169,918878.020631294,977631.036950888,1005577.0,6292.31,2021-05-03T21:54:29.333Z,168.36,2020-03-16T20:52:36.527Z,2023-12-15T10:14:58.406Z
61,fantom,ftm,Fantom,0.423646,63,258580316.0,1347582115.0,0.445073,0.413604,0.01004132,2.42776,32227240.0,2.78365,2803634835.52659,3175000000.0,3175000000.0,3.46,2021-10-28T05:19:39.845Z,0.00190227,2020-03-13T02:25:38.280Z,2023-12-15T10:15:06.334Z
62,flow,flow,Flow,0.792967,64,33458226.0,1171468632.0,0.8152,0.767969,0.00761185,0.96922,11920778.0,1.02805,1476732732.0,1476732731.73552,1476732731.73552,42.4,2021-04-05T13:49:10.098Z,0.391969,2023-09-11T19:41:06.528Z,2023-12-15T10:15:03.881Z
63,helium,hnt,Helium,8.06,62,52714467.0,1795457308.0,8.38,6.03,1.97,32.43267,280041426.0,31.86517,143934820.830308,223000000.0,223000000.0,54.88,2021-11-12T23:08:25.301Z,0.113248,2020-04-18T00:19:10.902Z,2023-12-15T10:14:59.612Z
64,bittorrent,btt,BitTorrent,1.18e-06,65,102044766.0,1166346181.0,1.32e-06,1.17e-06,-1.20372151812e-07,-9.27739,-112618650.14123464,-9.1299,951421714286000.0,990000000000000.0,990000000000000.0,3.43e-06,2022-01-21T04:00:31.909Z,3.65368e-07,2023-10-13T05:10:41.241Z,2023-12-15T10:15:03.510Z
65,beam-2,beam,Beam,0.02333133,66,27059998.0,1473490706.0,0.02510581,0.02297554,-0.000577856560642784,-2.41688,-24422504.108863115,-2.14276,47395825259.9916,62615056183.5095,62615056183.5095,0.02720031,2023-12-14T05:24:58.029Z,0.0043383,2023-10-29T08:20:14.064Z,2023-12-15T10:15:07.354Z
66,theta-token,theta,Theta Network,1.092,67,19659354.0,1091841048.0,1.13,1.072,0.0083575,0.77152,8329577.0,0.76876,1000000000.0,1000000000.0,1000000000.0,15.72,2021-04-16T13:15:11.190Z,0.04039979,2020-03-13T02:24:16.483Z,2023-12-15T10:15:04.069Z
67,the-sandbox,sand,The Sandbox,0.516247,68,115717976.0,1549198193.0,0.534458,0.509962,-0.0098648518665011,-1.87505,-21565293.350819826,-1.94826,2101731926.2233226,3000000000.0,3000000000.0,8.4,2021-11-25T06:04:40.957Z,0.02897764,2020-11-04T15:59:14.441Z,2023-12-15T10:15:00.973Z
68,kucoin-shares,kcs,KuCoin,10.85,69,2190230.0,1564600129.0,13.24,9.38,-2.2216537266489222,-17.00196,-204155333.7457744,-16.28697,96732986.3190288,144232986.318945,,28.83,2021-12-01T15:09:35.541Z,0.342863,2019-02-07T00:00:00.000Z,2023-12-15T10:15:00.413Z
69,terra-luna,lunc,Terra Luna Classic,0.00017652,70,155171636.0,1204635086.0,0.00019136,0.00017251,-2.205957976142e-06,-1.2343,-13381625.706287622,-1.28287,5831343217077.62,6821911721581.69,,119.18,2022-04-05T12:24:58.854Z,9.99967e-07,2022-05-13T02:34:40.340Z,2023-12-15T10:15:00.371Z
70,bitcoin-cash-sv,bsv,Bitcoin SV,49.56,71,33739138.0,1041223309.0,50.1,48.68,-0.145358570851009,-0.29245,-2904725.744834304,-0.29832,19579375.0,21000000.0,21000000.0,489.75,2021-04-16T17:09:04.630Z,21.43,2023-06-10T04:32:12.266Z,2023-12-15T10:15:08.179Z
71,axie-infinity,axs,Axie Infinity,7.23,72,64295980.0,1952571165.0,7.46,7.17,-0.094029145659972,-1.28466,-12673360.543412685,-1.29699,133365415.42258,270000000.0,270000000.0,164.9,2021-11-06T19:29:29.482Z,0.123718,2020-11-06T08:05:43.662Z,2023-12-15T10:15:03.116Z
72,iota,iota,IOTA,0.309278,73,57346230.0,1420302941.0,0.308369,0.284421,0.00591244,1.94895,16127919.0,1.73823,3057265852.0,4600000000.0,4600000000.0,5.25,2017-12-19T00:00:00.000Z,0.081637,2020-03-13T02:22:41.168Z,2023-12-15T10:15:01.575Z
73,neo,neo,NEO,13.14,74,48610688.0,1314597678.0,13.22,12.54,0.324437,2.53104,22904922.0,2.53294,70530000.0,100000000.0,,198.38,2018-01-15T00:00:00.000Z,0.078349,2016-10-21T00:00:00.000Z,2023-12-15T10:14:59.662Z
74,decentraland,mana,Decentraland,0.49938,75,101827358.0,1095037078.0,0.516307,0.493742,-0.010897286045707224,-2.13556,-20379878.37428415,-2.16219,1846968734.8787756,2193179327.32015,2193179327.32015,5.85,2021-11-25T10:04:18.534Z,0.00923681,2017-10-31T00:00:00.000Z,2023-12-15T10:15:01.406Z
75,gala,gala,GALA,0.03098337,76,290468345.0,921683107.0,0.03237159,0.03085124,-0.001065275033335582,-3.32393,-28463484.67540741,-2.99569,29747660819.6667,29747660819.6667,50000000000.0,0.824837,2021-11-26T01:03:48.731Z,0.00013475,2020-12-28T08:46:48.367Z,2023-12-15T10:14:58.008Z
76,eos,eos,EOS,0.787981,77,127917351.0,,0.797956,0.769999,0.00404251,0.51567,3991459.0,0.44947,1131615430.2447,,,22.71,2018-04-29T07:50:33.540Z,0.5024,2017-10-23T00:00:00.000Z,2023-12-15T10:14:59.748Z
77,tezos,xtz,Tezos,0.949415,78,34127150.0,934541016.0,0.97876,0.920847,0.0086837,0.92308,9256820.0,1.10284,894039100.215362,984556317.191311,,9.12,2021-10-04T00:41:18.025Z,0.350476,2018-12-07T00:00:00.000Z,2023-12-15T10:15:02.271Z
78,kava,kava,Kava,0.816977,79,29347810.0,838797842.0,0.816873,0.785871,0.03074086,3.90988,33837793.0,4.20368,1026917538.0,1026921420.0,,9.12,2021-08-30T11:10:02.948Z,0.287137,2020-03-13T02:24:16.835Z,2023-12-15T10:14:59.381Z
79,osmosis,osmo,Osmosis,1.3,81,58682567.0,1300349159.0,1.3,1.16,0.132176,11.33702,86081009.0,11.68234,632838572.0,999979298.0,1000000000.0,11.25,2022-03-04T05:12:18.707Z,0.224523,2023-10-19T17:45:36.695Z,2023-12-15T10:15:03.850Z
80,whitebit,wbt,WhiteBIT Coin,5.69,80,5096996.0,2068517604.0,5.76,5.67,-0.02726790379503008,-0.477,-2182318.679772496,-0.26492,144118517.10815412,362854093.0,400000000.0,14.64,2022-10-28T12:32:18.119Z,3.06,2023-02-13T19:01:21.899Z,2023-12-15T10:14:34.835Z
81,klay-token,klay,Klaytn,0.248286,82,12891276.0,1456495809.0,0.257964,0.247442,-0.007812180910304335,-3.05046,-26487514.655421734,-3.15182,3277189098.60723,5864620613.79023,,4.34,2021-03-30T03:44:28.828Z,0.06044,2020-04-29T08:19:34.574Z,2023-12-15T10:15:04.482Z
82,mina-protocol,mina,Mina Protocol,0.770027,83,22313732.0,850822337.0,0.803564,0.758168,-0.01606293601238462,-2.0434,-16444595.338675857,-2.05419,1018059328.84004,1104695452.84004,,9.09,2021-06-01T01:42:37.064Z,0.351341,2023-10-11T04:00:22.740Z,2023-12-15T10:15:03.037Z
83,fetch-ai,fet,Fetch.ai,0.733872,84,288500834.0,845049419.0,0.742304,0.650177,0.061127,9.08614,64488650.0,9.20897,1043462805.0,1152997575.0,1152997575.0,1.17,2021-09-08T02:24:24.858Z,0.00816959,2020-03-13T02:24:18.347Z,2023-12-15T10:14:59.609Z
84,dydx,ethdydx,dYdX,2.83,85,138854044.0,2836438131.0,3.01,2.83,-0.09940308618844318,-3.39,-25997303.944056988,-3.323,266653518.29932618,1000000000.0,1000000000.0,27.86,2021-09-30T01:23:43.570Z,1.011,2022-06-18T20:55:50.603Z,2023-12-15T10:15:07.478Z
85,bitget-token,bgb,Bitget Token,0.52324,86,15830460.0,1047724626.0,0.540029,0.491137,0.02332948,4.66673,31459524.0,4.48174,1400001000.0,2000000000.0,2000000000.0,0.583922,2023-11-13T23:30:28.560Z,0.0142795,2020-06-25T04:17:05.895Z,2023-12-15T10:14:56.800Z
86,tokenize-xchange,tkx,Tokenize Xchange,8.93,87,12623278.0,892828988.0,9.0,8.51,0.335448,3.9047,27335590.0,3.97961,79995999.94518414,100000000.0,100000000.0,22.3,2022-10-31T10:23:59.455Z,0.111255,2019-04-28T00:00:00.000Z,2023-12-15T10:14:41.527Z
87,usdd,usdd,USDD,0.988926,88,11775054.0,,0.994582,0.97987,-0.000508265123217999,-0.05137,-3276753.889405489,-0.45679,725332033.742248,,,1.052,2023-10-23T22:45:25.398Z,0.928067,2022-06-19T16:15:11.558Z,2023-12-15T10:15:01.099Z
88,cheelee,cheel,Cheelee,12.93,89,4912764.0,12927368807.0,13.17,12.59,0.169799,1.33053,10811645.0,1.57792,53838795.36608,1000000000.0,1000000000.0,17.32,2023-07-16T21:40:08.888Z,3.44,2023-02-13T02:53:08.933Z,2023-12-15T10:14:52.939Z
89,gatechain-token,gt,Gate,5.09,90,2508055.0,1528741739.0,5.13,4.72,0.360921,7.63682,50921970.0,7.91585,136232296.7235079,300000000.0,,12.94,2021-05-12T11:39:16.531Z,0.25754,2020-03-13T02:18:02.481Z,2023-12-15T10:14:51.763Z
90,frax-ether,frxeth,Frax Ether,2272.76,91,3713366.0,689525675.0,2318.92,2244.71,19.77,0.8775,6392051.0,0.9357,303319.028543122,303319.028543122,,2393.75,2023-12-09T08:29:30.943Z,1137.25,2022-11-23T02:25:33.267Z,2023-12-15T10:14:32.032Z
